,content
1174,MNRE has amended/clarified implementation guidelines of Pradhan Mantri Kisan Urja Suraksha Evam Utthaan Mahabhiyaan (PM-KUSUM) Scheme.
1175,The ministry has issued following amendments/clarifications in the Scheme Implementation Guidelines:
1176,Amendments/clarifications for Component-A
1177,"For Component-A, scope has been increased by including pasturelands and marshy lands owned farmers. Size of solar plant has been reduced so that small farmers can participate and completion period shortened from nine to twelve months. Penalty for shortfall in generation has been removed for ease of implementation."
1178,"Besides barren, fallow and agricultural land, solar power plants can also be installed on pastureland and marshy land of farmers."
1179,"To support small farmers, the solar power projects smaller than 500 kW may be allowed by States based on techno-commercial feasibility."
1180,The selected Renewable Power Generator (RPG) shall commission the solar power plant within twelve months from date of issuance of Letter of Award (LoA).
1181,There shall be no penalty to RPG for shortfall in solar power generation from minimum prescribed Capacity Utilization Factor (CUF).
1182,Amendments/clarifications for Component-B
1183,"MNRE will retain 33% of eligible service charges for nation-wide Information, Education and Communication (IEC) activities. The order mentions that the ministry may release 50% of the sanctioned quantity after placement of the letter of agreement (LoA)."
1184,Eligibility for participation in the centralised tender has been changed to allow solar pump and solar panel manufacturers to participate.
1185,"To overcome this situation and also ensure quality and post installation services, it is now decided to allow joint venture of manufacturer of solar pump/solar panel/solar pump controller with integrators.The order allows either one or both of the following two categories to participate in the centralised tendering: "
1186,Manufacturer of solar PV modules or manufacturer of solar pumps or manufacturers of solar pump controllers.
1187,Joint venture of any of manufacturers mentioned at (a) above with system integrators.
1188,"The order says that quantity equivalent to 10% of total quantity (rounded off to nearest whole number) under the particular category/type of pumps of a cluster will be allocated to L1 bidder and balance will be kept on market mode for all selected bidders. Option to match L1 price will be initially extended to all bidder falling under L1+15% and in case the number of biders is less than 5, to other biddering parties as well."
1189,The guidelines related to specifications and testing of solar water pumps have been updated.
1190,The test certificate for a solar pumping system can be used for other installers only if the owner of the test certificate gives consent.
1191,"As part of amended guidelines separate bid price for solar water pumping system with Universal Solar Pump Controller (USPC) will be invited and subsidy will be made available for these pumps according to benchmark price of solar pumps without USPC, even if the price discovered for solar pumps without USPC are less than benchmark price."
1192,Standalone solar pumps are used for 100-150 days of the year. USPC will be used to power other electric equipment. This will increase the income of farmer.
1193,Amendments/clarifications for Component-C
1194,The Ministry of Communications will use 50% of service charges for IEC activities.
1195,The scheme to support solarisation of agriculture pumps is being supported by the Ministry of Environment.
1196,IREDA holds 33rd Annual General Meeting
1197,"Gross Income jumps 17% to Rs. 2372 crore in FY 2019-20. IEDA sanctions loans worth Rs. 12,696 crore and disburses Rs. 8,785 crore for capacity addition of 5673 MW."
1198,The annual accounts for financial year 2019-20 were adopted at the AGM of Indian Renewable Energy Development Agency Ltd.
1199,"IREDA has sanctioned loans of Rs. 12,696 Crore and disbursed Rs. 8,785 Crore for projects during the financial year 2019-20."
1200,The CMD of IREDA has said that Green Energy portfolio of the country is consistently growing and is expected to get a boost with various policy initiatives of the Government. IREDa will continue its efforts with international and multilateral lenders for new lines of credit to meet the resource needs of the Renewable Energy sector.
1201,"IREDA signs MoU with MNRE, setting key targets for the year 2020-21"
1202,Revenue target set as Rs. 2406 crore under ‘Excellent’ rating.
1203,Indian Renewable Energy Development Agency Ltd. signed a Memorandum of Understanding (MoU) with the Ministry of new and renewable energy.
1204,"Government of India has set a revenue target of Rs. 2,406 crore for the company."
1205,"IREDA has financed more than 2700 renewable energy projects in India with cumulative loan disbursements totalling Rs. 57,000 crore and supported green power capacity addition of 17,259 MW."
1206,Ministry of Panchayati Raj celebrates Constitution Day
1207,"The FEC (Foundation Education on the Constitution) booklet, presenting essential features of Constitution was also released "
1208,The Ministry of Panchayati Raj celebrated the Constitution Day today.
1209,It was followed by administering the Pledge of Following the Fundamental Duties of the Citizen to Officers / Officials.
1210,The booklet on the Constitution and banners displaying Fundamental Duties enshrined in the Constitution have been unveiled at MoPR office premises.
1211,The Constitution Day has been celebrated with great zeal and enthusiasm. A mass reading of the Preamble to the Constitution was organised. Guidelines issued in the wake of COVID 19 pandemic were followed.
1212,Special Multi-Media Exhibition on the Constitution Day at Kevadia draws appreciation of Parliamentarians and Legislators.
1213,"Even as India celebrated the 71st Constitution Day with enthusiasm with nation-wide reading of the Preamble led by the President Shri Ram Nath Kovind, a Special Exhibition on the Constitution Day at Kevadia in Gujarat, drew appreciation of Parliamentarians and Legislators."
1214,"The Exhibition on the journey of democratic tradition in the country traced from Vedic Times to the Lichchavi republic to the making of Modern India was inaugurated by the Speaker of the Lok Sabha, Shri Om Birla on Wednesday."
1215,"The 1,600 sqft multi media exhibition had50panels of still exhibits besides Plasma display, interactive Digital Flip Book, RFID Card Reader, Interactive screen, Digital Touch Wall etc."
1216,The Speaker has appreciated the use of interactive exhibition on the framing of the Constitution.
1217,The framing of the Constitution of India has been dealt with in detail using archival material.
1218,"On one of the Plasma Displays, a visitor could choose to read the Preamble of the Constitution in different Indian languages. On another screen, a Digital Flip Book gave glimpses of illustrations from the Constitution. On a third screen, the influence of other Constitutions of the world on drafting the Constitution of India was discussed."
1219,"RFID Card Reader - an interactive display, where by placing the card bearing the name of a Member of the Constituent Assembly, his/her profile and contribution could be read on the screen was a special attraction."
