,content
13843,"Today I am inaugurating projects worth 3,000 crore rupees in the tribal region. People link the inauguration of the projects with the upcoming elections."
13844,"I have lived in Dharampur and Saputara and I am inaugurating a project to provide drinking water for tribal brothers settled in remote areas, hilly regions and forests."
13845,"Covid engulfed the entire world, but India is the only nation that delivers 200 crore doses of vaccines every year. Today foundation stones have been laid for 11 water projects, which will provide drinking water to more than 14 million people."
13846,"In his speech, the chief minister of Gujarat congratulates Navsari and Dang districts for their development projects."
13847,Mothers and sisters bless the government of Gujarat with various projects aimed at development.
13848,"Bharat Mata ki Jai, Bharat Mata ki Jai, Bharat Mata ki Jai."
13849,The approximate translation of PM's speech is approximate.
13850,PM Launches Multiple Development Projects During 'Gujarat Gaurav Abhiyan' in Navsari
13851,"PM inaugurates and lays the foundation stone of multiple development projects worth Rs 3050 crores“The double engine government is sincerely carrying forward the glorious tradition of rapid and inclusive development in Gujarat”“The government has laid the utmost emphasis on the welfare of the poor and on providing basic facilities to the poor”“Every poor, every tribal living in howsoever inaccessible area is entitled to clean water”“We treat being in government as an opportunity to serve”“We are committed that the problems faced by the older generation are not faced by our new generation”"
13852,"The Prime Minister, Shri Narendra Modi, inaugurated and laid the foundation stone for 14 development projects at Khudvel, a tribal region in Navsari."
13853,The Prime Minister is addressing a gathering of the tribal population.
13854,The double engine government of Gujarat is sincerely carrying forward the tradition of rapid and inclusive development in the last two decades.
13855,"The Prime Minister of Gujarat, Narendra Modi, was in Delhi 8 years ago. In the last 8 years, his government has connected many new segments of people and regions with the development process and aspirations."
13856,The Prime Minister was moved to tears as he talked about the people of the tribal areas and their values.
13857,The Prime Minister performed the Bhumi Pujan for 13 water supply projects worth more than ₹961 crores and a medical college worth about   Â£542 crores.
13858,"The Prime Minister inaugurated the Madhuban dam based Astol regional water supply project worth about ₹586 crores and the Nal Se Jal project worth   more than    �163 crores. Both projects will provide drinking water to the people of Surat, Navsari, Valsad and Tapi districts."
13859,"The Prime Minister inaugurated the Virpur Vyara substation and a sewage treatment plant worth over ₹85 crores. He also inaugurated government quarters built in Navsari at a cost of over Rs 21 crores, roads and school buildings."
13860,The Prime Minister laid the foundation stone of 8 water supply projects worth more than   than  ₹549 crores in Gujarat. He also laid foundation stone for the construction of Zila Panchayat Bhavan and a roller crash barrier.
13861,PM hosts delegation of Women Students from Nagaland at his residence in Lok Kalyan Marg
13862,"Delegation is visiting Delhi as part of Ek Bharat Shreshtha Bharat initiative PM engages in a freewheeling interaction with the delegation Students discussed a wide variety of topics with PM like his vision for North-East, his experiences in Nagaland, importance of Yoga etc"
13863,Nagaland's Women Students from the state of Nagaland are visiting Delhi.
13864,The students met the Prime Minister.
13865,Prime Minister Narendra Modi met with students from PM Sangrahalaya and the National War Memorial.
13866,The meeting of the Delegation with the Prime Minister was organised by the National Commission for Women.
13867,PM shares details of '8 Years of Women Empowerment'
13868,A new paradigm is being created to further empowerment of women
13869,"The Prime Minister, Shri Narendra Modi has shared details of various articles available onnarendramodi.inwebsite having information about the Government's work towards the empowerment of Nari Shakti."
13870,Shri Modi has also shared a tweet thread of MyGov having information about the various schemes and initiatives of the Government for the welfare and empowerment of Women.
13871,"""8 Years of Women Empowerment"" is a series of articles on efforts to empower women."
13872,"""Comprehensive information about the work to empower India’s Nari Shakti."""
13873,It's 8 years since the establishment of a new paradigm towards the empowerment of women.
13874,The work to empower India's Nari Shakti is being celebrated.
13875,"English rendering of PM’s speech at the inauguration of the Biotech Startup Expo - 2022 at Pragati Maidan, New Delhi"
13876,"My colleagues in the Union Cabinet, dignitaries associated with the biotech sector, guests from India and abroad, experts, investors, all industry colleagues, including from SMEs and start-ups, ladies and gentlemen!"
13877,I congratulate all those who took part in the first biotechnology start-up expo in India.
13878,"There is presence of almost every sector related to the biotech industry in this hall. There are also many biotech professionals associated with us online. You will be discussing the opportunities and challenges before the biotech sector in this expo in the next two days. In the last few decades, India has seen growing reputation of its doctors and health professionals in the world. Now, the same can be said for its IT professionals."
13879,"Today, India is being considered as a land of opportunities in the field of biotech."
13880,"The government has worked continuously in the last eight years to expand the potential of the country. It has put emphasis on holistic government approach. It applies to different sectors of India as well. In today's new India, development of every sector will give impetus to the development of the nation."
13881,"There are 70,000 start-ups in India, of which more than 5,000 are in the biotechnology sector."
13882,The biotechnology sector in India is benefitting from the government initiatives.
13883,There is a new found enthusiasm among the youth for research and development in India. There are many initiatives aimed at promoting this development.
