,content
5370,The storage in the Eastern region of India's reservoirs is less than half of the total live storage capacity.
5371,The storage in the Western region of India's reservoirs is less than half of the total live storage capacity.
5372,"The Central region has 12 reservoirs under CWC monitoring. The storage capacity of these reservoirs is 28.79 BCM, which is 68% of total live storage capacity."
5373,The storage in reservoirs under CWC monitoring in Southern region is less than the previous year and the last ten years.
5374,"States having better storage than last year for corresponding period are Himachal Pradesh, Punjab, Rajasthan, Uttarakhand, Madhya Pradesh, Chhattisgarh, Karnataka, Kerala and Tamil Nadu. States having lesser storage are Jharkhand, Odisha, West Bengal, Tripura, Gujarat, Maharashtra, Uttar Pradesh, AP&TG (Two combined projects in both states), Andhra Pradesh, Telangana."
5375,Experts Exchange ideas on Ganga Museum
5376,National Mission for Clean Ganga (NMCG) is planning to set up a Ganga Exhibition and Ganga Museum.
5377,Expert from India and the European Union are meeting for two days on 29th and 30th November 2018 to hold an International Workshop on “Developing a Ganga Museum Concept”.
5378,The Secretary Ministry of Water Resources River Developing and Ganga Rejuvenation Shri UP Singh said that the Ganga Museum should reflect all the aspects of the river.
5379,The National Museum of the Ganga will be established in the near future.
5380,The ideas gathered in the workshop on Ganga Museum and Exhibition will be compiled in a manual.
5381,Also gets ISO 9001:2015 certification
5382,National Projects Construction Corporation Limited (NPCC) has been granted the status of Miniratna : Category –I by the Government of India.
5383,"NPCC, a premier construction company, has been awarded ISO 9001:2015 Certification."
5384,NMCG approves composite Sewerage Projects in Agra to help save Taj and reduce pollution in Yamuna 
5385,Namami Gange projects worth Rs. 1573.28 Crore have been approved.
5386,The executive committee of the National Mission for Clean Ganga (NMCG) has approved ten projects worth Rs 1573.28 crore. The project for Rehabilitation / Renovation of Agra Sewerage Scheme (Interception & Diversion Works) is a total cost of Rs. 857.26 crore.
5387,The project aimed at reducing pollution from Agra city into the river Yamuna and saving the Taj Mahal is being executed.
5388,The project to build a 15 MLD capacity Sewage Treatment Plant (STP) at Kasganj has been approved by the Executive Committee at a cost of Rs. 76.73 crore.
5389,The project to improve the water supply to Sultanpur town and reduce pollution in Gomti River has been approved by EC.
5390,"The EC approved projects worth Rs. 328.52 crore in Chhapra, Fatuha, Bakhtiyarpur and Khagaria in Bihar. The Chhaprra Interception and Diversion and Sewage Treatment Plant (IT&D) Project worth nearly Rs. 236.15 Crore includes STP with capacity of 32 MLD."
5391,Fatuha I&D and STP Project has been approved at a total cost of Rs.35.49 Crore for treatment of sewage from Fatuha town. The project will reduce pollution load into the river Ganga.
5392,Bakhtiyarpur I&D and STP Project was approved at a total cost of Rs.35.88 Crore. It aims to stop untreated sewage from flowing into river Ganga.
5393,Khagaria I&D and STP Project has been approved at a total project cost of Rs. 21 Crore. The project involves developing an Interception & Diversion and Sewage Treatment Plant (STP) of 4.5 MLD capacity at Khagaria town for the treatment of sewage generated there.
5394,The government of West-Bengal has approved a project costing more than Rs.234.31 for the purpose of cleaning up River Ganga.
5395,"There is no central sewerage system in the town and the entire wastewater from the upper and lower part of the municipal town flows into Banka River through surface drains. 38 main outfalls have been identified. The outfalls must be Intercepted and Diverted to the proposed lift stations, mains and a sewage treatment plant."
5396,"Sewerage scheme for Zone-II and III of Paonta Town, Himachal Pradesh has been approved at a total project cost of Rs.11.57 crore."
5397,NMCG Organises Cleanliness Drive at New Delhi’s Kalindi Kunj Ghat with SDMC and Local Stakeholders
5398,National Mission for Clean Ganga (NMCG) organized a cleanliness drive at the Kalindi Kunj Ghat in New Delhi today.
5399,NMCG has organised a cleanliness drive at Kalindi Kunj Ghat as part of Namami Gange programme.
5400,Water storage level of 91 major reservoirs of the country goes down by three percent
5401,"The water storage available in 91 major reservoirs of the country for the week ending on November 15, 2018 was 103.735 BCM, which is 64% of total storage capacity. The level of water storage in the country was 99% of the storage capacity for the previous week, 97% for the last year and 97% of storage for last ten years."
5402,There are 91 reservoirs in the country. 37 reservoirs have hydropower benefit and have installed capacity of more than 60 MW.
5403,The storage in reservoirs under CWC monitoring in northern region is better than last year and better than the average storage in the last ten years.
5404,The storage in the Eastern region of India's reservoirs is less than the previous year and the average storage over the last ten years.
5405,The storage in the Western region of India's reservoirs is less than half of the total live storage capacity.
5406,"The Central region has 12 reservoirs under CWC monitoring. The storage capacity of these reservoirs is 29.82 BCM, which is 70% of total live storage capacity."
5407,The storage in reservoirs under CWC monitoring in Southern region is less than the previous year and the last ten years.
5408,"States having better storage than last year for corresponding period are Himachal Pradesh, Punjab, Rajasthan, Uttarakhand, Madhya Pradesh, Chhattisgarh, Karnataka, Kerala and Tamil Nadu. States having lesser storage are Jharkhand, Odisha, West Bengal, Tripura, Gujarat, Maharashtra, Uttar Pradesh, AP&TG (Two combined projects in both states), Andhra Pradesh and Telangana."
5409,NMCG brainstorms on G-governance of Namami Gange programme through Geospatial technology
5410,Develops Bhuvan Ganga geo-portal and Bhuvan Ganga Mobile App in collaboration with ISRO’s National Remote Sensing CentreSurvey of India uses drones to capture 360 degree view of Kumbh Mela area to identify pollution sourcesIIT Kanpur working on project for reconstructing the Ganga of the past using Corona Archival imagery
5411,National Mission for Clean Ganga organized a brainstorming session on World GIS Day 2018 in New Delhi yesterday on the theme ‘G-Governance of Namami Gange programme through Geospatial Technology’.
5412,Lack of reliable data is the biggest challenge in the water sector. Geospatial technology can help improve river management.
5413,The Namami Gange programme has high priority for research and evidence based decision making. Geospatial technology is widely used in river basin management. NMCG is already executing a number of research projects based on this technology.
5414,The GIS cell of NMCG has brought about paradigm shift in visualisation of all crucial spatial and non spatial information of Ganga basin.
5415,NMCG has developed Bhuvan Ganga Geoportal and a mobile application based on it.
5416,"Bhuvan Ganga Geoportal is a mobile application for water quality monitoring, hydrological monitoring, geomorphological monitoring, bio-resources monitoring and comprehensive geospatial database."
5417,"Using drones and vehicles with cameras, Surveyor General of India has captured 360 degree panoramic views of the Kumb Mela areas and identified polluted Nalas joining the river Ganga. NMCG has collaborated with Survey of India to facilitate the Ganga rejuvenation task by using Geographic Information System (GIS) technology for mapping Ganga basin."
5418,"IIT Kanpur is executing a project on ‘Reconstructing the Ganga of the Past from Corona archival imagery’ Deliverables of Corona project would be to make all processed Corona images available for upload on public portal such as Bhuvan, develop an Atlas of the Ganges River showing a comparison between 1960s and the present, establish the reference condition and land-use/land-cover of the river and propose a policy document on “desirable” land-used area within Ganga valley."
