,content
9722,CSIR-CLRI has developed technology for making high grade gelatin from waste material-trimmings of raw hide. It was licensed to Anipro Manufacturing Company for making gelatin and protein hydrolysate within India.
9723,Coal dust collecting and briquetting system
9724,"CSIR-CIMFR has transferred road dust collection technology to M/s Tata Motors Limited, Mumbai."
9725,"CSIR-CSIO, Chandigarh has developed a smart electricity meter. The technology has been transferred to Atsuya Technologies, Mumbai."
9726,Training Aid to Sharpen Shooting Skills of Defence Personnel
9727,"CSIR-NAL, Bengaluru has designed Electronic Target System (ETS), a technically superior and cost-effective solution for police, paramilitary and defence personnel looking at acquiring sharp shooting skills in small fire arms as well as honing efficiency in tactical field firing in association with BEL, Bengaluru"
9728,Phytopharmaceutical for Glucocorticoid-induced Osteoporosis
9729,CSIR-CDRI has developed a drug for the treatment of osteoporosis and muscular atrophy using Cassia occidentalis Linn. The technology has been licensed to M/s Pharmanza Herbals Pvt Ltd. for further development and commercialisation.
9730,Safe Disposal of Municipal Solid Waste utilising high temperature plasma
9731,"The technology for efficient disposal of municipal solid waste material and generation of fuel gas containing CO and H2 utilising high temperature (>3000 oC) Plasma arc has been licensed to M/s Positronics Innovation Pvt. Ltd, Kolkata, WB for commercialization on non-exclusive basis for a period of 5 years."
9732,Development of Solar Tree/Artifacts for generation of power utilizing lesser ground area
9733,CSIR-CMERI has developed solar artifacts.
9734,"Attapatram is an electricity provider that can be installed in the beaches, river banks, parks and even in the lawn of a bungalow."
9735,"Solar Flora is of 3kWp capacity and can be installed in the road side, parks and other remote areas to provide electricity."
9736,"Surya Banaspati is of 5kWp capacity and can be installed in the road side, parks and other remote areas to provide electricity."
9737,The technology has been transferred to 9 Industries for commercialization in non-exclusive basis for a period of 5 years.
9738,"CSIR-CMERI developed system for wheel chair design has immense societal value for the physically challenged people, old age population and rehabilitation purpose. The technology has been transferred to Indian Industry for commercialization for a period of 5 years."
9739,Large Scale Production of Graphene Oxide
9740,The technology developed by CSIR has been transferred to one Indian Industry for commercialization for a period of 5 years.
9741,The technology for salivary fluoride level detection kit and sensor station has been developed by an indigenous company in India. The technology has been transferred to two Indian Industries for commercialization for a period of 5 years.
9742,Boring machine based on trenchless technology
9743,"Trenchless construction limits the amount of excavation and the surface repairs needed after digging. However, imported boring machines are of limited capacity and expensive. A boring machine based on trenchless technology has been designed and developed."
9744,"The technology for a bore boring machine for laying sewer/ pipe lines and cables has been transferred to M/s Techno Industrial Marketing, Uttarakhand."
9745,Glass Textile Reinforced Concrete Crash Barrier System
9746,"As of today, the most popularly used crash barrier is made up of reinforced concrete. Pre-fabricated Glass Textile Reinforced Concrete Crash Barrier System has been designed and developed. It is lighter in weight, flexible and elastic and can absorb the energy of the vehicle impact. Technology has been demonstrated and negotiations are underway for technology transfer."
9747,Indigenous 4-axis controller for multi-process micro machine
9748,CSIR has developed a micro machine test bed for CNC machine operations. The technology has been transferred to two industries.
9749,"Graphene oxide is being developed to produce aqueous lubricant for hot-forging industries. The technology has been transferred to a specialty chemical company in Kolkata, West Bengal."
9750,CSIR's technology for micro fuel cell has been transferred to Victor Industries.
9751,MoU signed between CSIR-NPL and HPCL for indigenous development of petroleum certified reference materials (CRMs) to save big chunk of foreign exchange through import substitution for CRMs.
9752,"This will not only ensure maintaining highest standard quality ecosystem for petroleum products used by all stakeholders including common man, but also save foreign exchange through substitution of CRMs."
9753,Technology on Recycling of Waste Plastic into Useful Tiles developed by CSIR-NPL licensed to NRDC
9754,"India generates about 15,000 tonnes of plastic waste every day its safe disposal is a huge challenge and big menace to environment, this technology offers a cost-effective solutions in solving the societal problems and produces wealth from the waste."
9755,CSIR-IMTECH forges Partnership with Merck to establish a High-End Skill Development Centre in Chandigarh.
9756,CSIR’s Skill Development Initiatives
9757,CSIR has launched an Integrated Skill Development Initiative for gainful utilization of its infrastructure and human resources.
9758,"o Nearly 19,000candidates trained under CSIR Integrated Skill Initiative during the year 2018 at CSIR laboratories in various S&T domains;"
9759,CSIR-CLRI has skilled nearly 3000 artisans in different leather trades pan India with financial support from institutions like National Scheduled Castes Finance and Development Corporation (NSFDC).
9760,CSIR-CSMCRI entered into a MoU with Andhra Pradesh State Skill Development Corporation (APSSDC) to train 12500 fishermen of nine districts of Andhra Pradesh;
9761,CSIR-NEIST Integrated Skill Initiative Program have been selected under NABARD’s Joint Liability Group (JLG) Promotion scheme for bank loans;
9762,"CSIR-CSIO’s Indo-Swiss Training Centre, won the first prize in Manufacturing & Engineering Sector in the State Level Competitions of India Skills Chandigarh 2018."
9763,CSIR and Andhra Pradesh Scheduled Caste Co-operative Finance Corporation Ltd. have signed an Agreement for Skill training and Entrepreneurship in Leather Sector.
9764,CSIR Scientists Connecting with School Students
9765,CSIR has launched a program named JIGYASA in collaboration with the Ministry of Human Resource Development. JigyASA aims to connect 1151 Kendriya Vidyalayas with 38 National Laboratories of CSIR.
